ProblemID,TestID,ProblemTypeID,Accuracy,MainText,ChoiceText1,ChoiceText2,ChoiceText3,ChoiceText4,SolvingTimeAvg,SolvingTimeStd
P0000997,T0000011,대기오염 공정시험기준(방법),0.857255577,69. 다음은 굴뚝 배출가스 중 황산화물의 중화적정법에 관한 설명이다. ( )안에 알맞은 것은?,"①?㉠ 에틸아민동용액, ㉡ 녹색에서 자주색","②?㉠ 에틸아민동용액, ㉡ 자주색에서 녹색","③?㉠ 0.1N 수산화소듐용액, ㉡ 녹색에서 자주색","④?㉠ 0.1N 수산화소듐용액, ㉡ 자주색에서 녹색",53.29041947,9.262091698
P0000998,T0000011,대기오염 공정시험기준(방법),0.562767507,70. 다음 분석가스 중 아연아민착염용액을 흡수액으로 사용하는 것은?,①?황화수소,②?브롬화합물,③?질소산화물,④?포름알데히드,60.43761457,3.064032443
P0000999,T0000011,대기오염 공정시험기준(방법),0.315034118,71. 다음 [보기]가 설명하는 굴뚝 배출가스 중의 산소측정방식으로 옳은 것은?,①?전극 방식,②?덤벨형 방식,③?질코니아 방식,④?압력검출형 방식,76.97695114,20.66214802
P0001000,T0000011,대기오염 공정시험기준(방법),0.589854156,72. 굴뚝 배출가스 중 총탄화수소 측정을 위한 장치 구성조건 등에 관한 설명으로 옳지 않은 것은?,①?기록계를 사용하는 경우에는 최소 4회/분이 되는 기록계를 사용한다.,②?총탄화수소분석기는 흡광차분광방식 또는 비불꽃(non flame)이온크라마토그램방식의 분석기를 사용하며 폭발위험이 없어야 한다.,③?시료채취관은 스테인리스강 또는 이와 동등한 재질의 것으로 하고 굴뚝중심 부분의 10%범위 내에 위치할 정도의 길이의 것을 사용한다.,④?영점가스로는 총탄화수소농도(프로판 또는 탄소등가 농도)가 0.1mL/m3?이하 또는 스팬값이 0.1% 이하인 고순도 공기를 사용한다.,43.467412,10.36319971
P0001001,T0000011,대기오염 공정시험기준(방법),0.296240667,"73. 배출가스 중 먼지를 여과지에 포집하고 이를 적당한 방법으로 처리하여 분석용 시험용액으로 한 후 원자흡수분광광도법을 이용하여 각종 금속원소의 원자흡광도를 측정하여 정량분석 하고자 할 때, 다음 중 금속원소별 측정파장으로 옳게 짝지어진 것은?",①?Pb - 357.9nm,②?Cu - 228.2nm,③?Ni - 283.3nm,④?Zn - 213.8nm,92.80823325,14.69015522
P0001002,T0000011,대기오염 공정시험기준(방법),0.691588799,74. 굴뚝 배출가스 중 질소산화물의 연속 자동측정법으로 옳지 않은 것은?,①?화학발광법,②?용액전도율법,③?자외선흡수법,④?적외선흡수법,78.82720613,20.9724378
P0001003,T0000011,대기오염 공정시험기준(방법),0.169052161,75. 대기오염공정시험기준상 자외선/가시선 분광법에서 사용되는 흡수셀의 재질에 따른 사용 파장범위로 가장 적합한 것은?,①?플라스틱제는 자외부 파장범위,②?플라스틱제는 가시부 파장범위,③?유리제는 가시부 및 근적외부 파장범위,④?석영제는 가시부 및 근적외부 파장범위,107.2480183,28.8465841
P0001004,T0000011,대기오염 공정시험기준(방법),0.236971156,77. 기체-액체 크로마토그래피에서 사용되는 고정상액체(Stationary Liquid)의 조건으로 옳은 것은?,"①?사용온도에서 증기압이 낮고, 점성이 작은 것이어야 한다.","②?사용온도에서 증기압이 낮고, 점성이 큰 것이어야 한다.","③?사용온도에서 증기압이 높고, 점성이 작은 것이어야 한다.","④?사용온도에서 증기압이 높고, 점성이 큰 것이어야 한다.",81.83144818,4.547333595
P0001005,T0000011,대기오염 공정시험기준(방법),0.832682661,78. 흡광차분광법을 사용하여 아황산가스를 분석할 때 간섭성분으로 오존(O3)이 존재할 경우 다음 조건에 따른 오존의 영향(%)을 산출한 값은?,①?1,②?2,③?3,④?4,108.1569459,4.253807831
P0001006,T0000011,대기오염 공정시험기준(방법),0.627475245,79. 굴뚝 배출가스 중의 황화수소를 아이오딘 적정법으로 분석하는 방법에 관한 설명으로 거리가 먼 것은?(관련 규정 개정전 문제로 여기서는 기존 정답인 1번을 누르면 정답 처리됩니다. 자세한 내용은 해설을 참고하세요.),①?다른 산화성 및 환원성 가스에 의한 방해는 받지 않는 장점이 있다.,"②?시료 중의 황화수소를 염산산성으로 하고, 아이오딘 용액을 가하여 과잉의 아이오딘을 싸이오황산소듐 용액으로 적정한다.","③?시료 중의 황화수소가 100~2000ppm 함유되어 있는 경우의 분석에 적합한 시료채취량은 10~20L, 흡입속도는 1L/min 정도이다.","④?녹말 지시약(질량분율 1%)은 가용성 녹말 1g을 소량의 물과 섞어 끊는 물 100mL 중에 잘 흔들어 섞으면서 가하고, 약 1분간 끓인 후 식혀서 사용한다.",116.7706348,7.488287092
P0001007,T0000011,대기오염 공정시험기준(방법),0.193498497,80. 자외선/가시선 분광법에 의한 불소화합물 분석방법에 관한 설명으로 옳지 않은 것은?,①?분광광도계로 측정 시 흡수 파장은 460nm를 사용한다.,"②?이 방법의 정량범위는 HF로서 0.05ppm~1200ppm이며, 방법검출한계는 0.015ppm이다.","③?시료가스 중에 알루미늄(III), 철(II), 구리(II), 아연(II) 등의 중금속 이온이나 인산 이온이 존재하면 방해 효과를 나타낸다.",④?굴뚝에서 적절한 시료채취장치를 이용하여 얻은 시료 흡수액을 일정량으로 묽게 한 다음 완충액을 가하여 pH를 조절하고 란탄과 알리자린콤플렉손을 가하여 생성되는 생성물의 흡광도를 분광광도계로 측정한다.,138.7225911,46.9124332
P0001008,T0000011,대기환경관계법규,0.968866084,81. 다음은 대기환경보전법령상 환경기술인에 관한 사항이다. ( )안에 알맞은 것은?,①?시ㆍ도지사령,②?총리령,③?환경부령,④?대통령령,70.27343948,23.88021576
P0001009,T0000011,대기환경관계법규,0.611094446,82. 대기환경보전법령상 자동차 연료(휘발유)의 제조기준 중 벤젠 함량(부피 %) 기준으로 옳은 것은?,①?1.5 이하,②?1.0 이하,③?0.7 이하,④?0.0013 이하,131.7717098,22.88592393
P0001010,T0000011,대기환경관계법규,0.981879911,"83. 대기환경보전법령상 먼지ㆍ황산화물 및 질소산화물의 연간 발생량 합계가 18톤인 배출구의 자가측정횟수 기준은? (단, 특정대기유해물질이 배출되지 않으며, 관제센터로 측정결과를 자동전송하지 않는 사업장의 배출구이다.)",①?매주 1회 이상,②?매월 2회 이상,③?2개월마다 1회 이상,④?반기마다 1회 이상,125.2490389,27.61932148
P0001011,T0000011,대기환경관계법규,0.336115446,84. 대기환경보전법령상 배출시설 설치허가 신청서 또는 배출시설 설치신고서에 첨부하여야 할 서류가 아닌 것은?,①?원료(연료를 포함한다)의 사용량 및 제품 생산량을 예측한 명세서,②?배출시설 및 방지시설의 설치명세서,③?방지시설의 상세 설계도,④?방지시설의 연간 유지관리 계획서,55.70043806,2.92721307
P0001012,T0000011,대기환경관계법규,0.17889638,85. 다음은 대기환경보전법령상 환경부령으로 정하는 첨가제 제조기준에 맞는 제품의 표시방법이다. ( )안에 알맞은 것은?,①?100분의 10 이상,②?100분의 20 이상,③?100분의 30 이상,④?100분의 50 이상,139.6481303,35.81354039
P0001013,T0000011,대기환경관계법규,0.735513875,"86. 대기환경보전법령상 기관출력이 130kW 초과인 선박의 질소산화물 배출기준(g/kWh)은? (단, 정격 기관속도 n(크랭크샤프트의 분당 속도)이 130rpm 미만이며 2011년 1월 1일 이후에 건조한 선박의 경우이다.)",①?17 이하,②?44.0×n(-0.23)?이하,③?7.7 이하,④?14.4 이하,86.80641145,5.408362001
P0001014,T0000011,대기환경관계법규,0.084161016,87. 대기환경보전법령상 대기오염도 검사기관과 거리가 먼 것은?,①?수도권대기환경청,②?환경보전협회,③?한국환경공단,④?유역환경청,82.62033592,2.453356361
P0001015,T0000011,대기환경관계법규,0.144060752,88. 대기환경보전법령상 청정연료를 사용하여야 하는 대상시설의 범위에 해당하지 않는 시설은?,①?산업용 열병합 발전시설,②?전체보일러의 시간당 총 증발량이 0.2톤 이상인 업무용보일러,③?「집단에너지사업법 시행령」에 따른 지역냉난방사업을 위한 시설,④?「건축법 시행령」에 따른 중앙집중난방방식으로 열을 공급받고 단지 내의 모든 세대의 평균 전용면적이 40.0m2를 초과하는 공동주택,40.74600667,7.068936186
P0001016,T0000011,대기환경관계법규,0.553285446,89. 대기환경보전법령상 벌칙기준 중 7년 이하의 징역이나 1억원 이하의 벌금에 처하는 것은?,①?대기오염물질의 배출허용기준 확인을 위한 측정기기의 부착 등의 조치를 하지 아니한 자,②?황연료사용 제한조치 등의 명령을 위반한 자,③?제작자 배출허용기준에 맞지 아니하게 자동차를 제작한 자,④?배출가스 전문정비사업자로 등록하지 아니하고 정비ㆍ점검 또는 확인검사 업무를 한 자,92.26391172,20.96378301
P0001017,T0000011,대기환경관계법규,0.372874116,"90. 대기환경보전법령상 가스형태의 물질 중 소각용량이 시간당 2톤(의료폐기물 처리시설은 시간당 200kg) 이상인 소각처리시설에서의 일산화탄소 배출허용기준(ppm)은? (단, 각 보기항의 ( )안의 값은 표준산소농도(O2의 백분율)를 의미한다.)",①?30(12) 이하,②?50(12) 이하,③?200(12) 이하,④?300(12) 이하,57.84527349,16.52533773
P0001018,T0000011,대기환경관계법규,0.575391611,91. 대기환경보전법령상 환경부장관이 특별대책지역의 대기오염 방지를 위하여 필요하다고 인정하면 그 지역에 새로 설치되는 배출시설에 대해 정할 수 있는 기준은?,①?일반배출허용기준,②?특별배출허용기준,③?심화배출허용기준,④?강화배출허용기준,113.2560535,12.07200478
P0001019,T0000011,대기환경관계법규,0.824526764,92. 대기환경보전법령상 대기오염 경보단계 중 오존에 대한 “경보”해제기준과 관련하여 ( )안에 알맞은 것은?,①?0.1ppm 이상 0.3ppm 미만,②?0.1ppm 이상 0.5ppm 미만,③?0.12ppm 이상 0.3ppm 미만,④?0.12ppm 이상 0.5ppm 미만,134.5263497,21.46144678
P0001020,T0000011,대기환경관계법규,0.27227406,93. 다음은 대기환경보전법령상 기본부과금 부과대상 오염물질에 대한 초과배출량 산정방법 중 초과배출량 공제분 산정방법이다. ( )안에 알맞은 것은?,①?5분 평균치,②?10분 평균치,③?30분 평균치,④?1시간 평균치,122.5333347,8.154694056
P0001021,T0000011,대기환경관계법규,0.320351495,94. 다음은 악취방지법령상 악취검사기관의 준수사항에 관한 내용이다. ( )안에 알맞은 것은?,①?1년간,②?2년간,③?3년간,④?5년간,90.59646469,5.967309393
P0001022,T0000011,대기환경관계법규,0.001581507,95. 다음 중 대기환경보전법령상 초과부과금 산정기준에 따른 오염물질 1킬로그램당 부과금액이 가장 높은 것은?,①?질소산화물,②?황화수소,③?이황화탄소,④?시안화수소,89.59545551,30.20866268
P0001023,T0000011,대기환경관계법규,0.59155415,"96. 환경정책기본법령상 미세먼지(PM-10)의 대기 환경기준은? (단, 연간평균치 기준이다.)",①?10μg/m3?이하,②?25μg/m3?이하,③?30μg/m3?이하,④?50μg/m3?이하,103.7861735,22.86773788
P0001024,T0000011,대기환경관계법규,0.660009309,97. 실내공기질 관리법령상 신축 공동주택의 실내공기질 권고기준으로 옳은 것은?,①?스티렌 360μg/m3?이하,②?폼알데하이드 360μg/m3?이하,③?자일렌 360μg/m3?이하,④?에틸벤젠 360μg/m3?이하,105.0000152,3.262461157
P0001025,T0000011,대기환경관계법규,0.67090359,98. 악취방지법령상 위임업무 보고사항 중 “악취검사기관의 지도ㆍ점검 및 행정처분 실적” 보고횟수 기준은?,①?연 1회,②?연 2회,③?연 4회,④?수시,86.84414326,17.50402616
P0001026,T0000011,대기환경관계법규,0.314851943,99. 다음은 대기환경보전법령상 운행차정기검사의 방법 및 기준에 관한 사항이다. ( )안에 알맞은 것은?,"①?㉠ 25℃ 이상, ㉡ 1/10 이상, ㉢ 1분 이상","②?㉠ 25℃ 이상, ㉡ 1/10 이상, ㉢ 5분 이상","③?㉠ 40℃ 이상, ㉡ 1/4 이상, ㉢ 1분 이상","④?㉠ 40℃ 이상, ㉡ 1/4 이상, ㉢ 5분 이상",134.8380943,39.54284737
P0001027,T0000011,대기환경관계법규,0.024890558,100. 악취방지법령상 지정악취물질이 아닌 것은?,①?아세트알데하이드,②?메틸메르캅탄,③?톨루엔,④?벤젠,55.28497777,9.863416141
P0001028,T0000012,대기오염 개론,0.208819559,1. 다음에서 설명하는 오염물질로 가장 적합한 것은?,,,,,107.7885197,19.23743122
P0001029,T0000012,대기오염 개론,0.096547286,2. 국지풍에 관한 설명으로 옳지 않은 것은?,,,,,138.7534083,19.4840542
P0001030,T0000012,대기오염 개론,0.355123427,3. 다음에서 설명하는 대기분산모델로 가장 적합한 것은?,,,,,106.3304102,4.34705266
P0001031,T0000012,대기오염 개론,0.822383677,5. 굴뚝에서 배출되는 연기의 형태 중 환상형(looping)에 관한 설명으로 옳은 것은?,,,,,108.8576591,25.46329246
P0001032,T0000012,대기오염 개론,0.69595204,6. 폼알데하이드의 배출과 관련된 업종으로 가장 거리가 먼 것은?,,,,,31.0706266,4.893209708
P0001033,T0000012,대기오염 개론,0.239114,"7. 시골에서 먼지농도를 측정하기 위하여 공기를 0.15m/s의 속도로 12시간 동안 여과지에 여과시켰을 때, 사용된 여과지의 빛 전달률이 깨끗한 여과지의 80%로 감소했다. 1000m당 Coh는?",,,,,35.16290829,1.833176818
P0001034,T0000012,대기오염 개론,0.343284435,8. 다음에서 설명하는 오염물질로 가장 적합한 것은?,,,,,90.60980061,10.83380473
P0001035,T0000012,대기오염 개론,0.740114452,9. 비인의 변위법칙에 관한 식은?,,,,,98.41467914,30.24175558
P0001036,T0000012,대기오염 개론,0.371075463,10. 2차 대기오염물질에 해당하는 것은?,,,,,114.2736005,31.47771758
P0001037,T0000012,대기오염 개론,0.972881512,11. 다음에서 설명하는 오염물질로 가장 적합한 것은?,,,,,34.47548206,4.386463806
P0001038,T0000012,대기오염 개론,0.775759415,"12. 불안정한 조건에서 굴뚝의 안지름이 5m, 가스 온도가 173℃, 가스 속도가 10m/s, 기온이 17℃, 풍속이 36km/h일 때, 연기의 상승 높이(m)는? (단, 불안정 조건 시 연기의 상승높이는",,,,,80.76915137,26.23849217
P0001039,T0000012,대기오염 개론,0.911264703,13. 다음 중 오존 파괴지수가 가장 큰 것은?,,,,,52.79176315,14.19543516
P0001040,T0000012,대기오염 개론,0.688933405,14. Fick의 확산방정식을 실제 대기에 적용시키기 위하여 필요한 가정 조건으로 가장 거리가 먼 것은?,,,,,68.22932479,18.60316827
P0001041,T0000012,대기오염 개론,0.090989611,15. 일산화탄소에 관한 설명으로 옳지 않은 것은?,,,,,129.7627592,43.34764516
P0001042,T0000012,대기오염 개론,0.405537413,16. 역사적인 대기오염 사건에 관한 설명으로 가장 적합하지 않은 것은?,,,,,52.84883649,10.7112396
P0001043,T0000012,대기오염 개론,0.916867505,17. 지표면의 오존 농도가 증가하는 원인으로 가장 거리가 먼 것은?,,,,,116.8453509,18.86871491
P0001044,T0000012,대기오염 개론,0.566014095,18. 세류현상(down wash)이 발생하지 않는 조건은?,,,,,109.6281282,22.04261522
P0001045,T0000012,대기오염 개론,0.816264186,"19. 고도에 따른 대기층의 명칭을 순서대로 나열한 것은? (단, 낮은 고도→높은 고도)",,,,,75.66977513,20.82542214
P0001046,T0000012,대기오염 개론,0.655852687,20. 다음 오존파괴물질 중 평균수명(년)이 가장 긴 것은?,,,,,116.9474092,30.63436904
P0001047,T0000012,연소공학,0.812740993,21. 옥탄가에 관한 설명이다. ( )안에 들어갈 말로 옳은 것은?,,,,,134.5689839,9.018831871
P0001048,T0000012,연소공학,0.529616405,"22. 다음 회분 성분 중 백색에 가깝고 융점이 높은 것은? (문제 오류로 가답안 발표시 2번이 답안으로 발표되었으나, 확정답안 발표시 2번, 3번이 정답 처리 되었습니다. 여기서는 가답안인 2번을 누르면 정답 처리 됩니다.)",,,,,53.6673868,12.33082857
P0001049,T0000012,연소공학,0.749839817,23. 액화석유가스(LPG)에 관한 설명으로 옳지 않은 것은?,,,,,101.8158266,32.33728903
P0001050,T0000012,연소공학,0.684855242,24. 고체연료의 연소방법 중 유동층 연소에 관한 설명으로 옳지 않은 것은?,,,,,86.85478109,29.36717241
P0001051,T0000012,연소공학,0.818958284,25. 디젤노킹을 억제할 수 있는 방법으로 옳지 않은 것은?,,,,,38.95508824,2.638955497
P0001052,T0000012,연소공학,0.618919148,26. 회전식 버너에 관한 설명으로 옳지 않은 것은?,,,,,55.37297001,4.089067467
P0001053,T0000012,연소공학,0.544259613,27. 액체연료에 관한 설명으로 옳지 않은 것은?,,,,,63.29651206,14.14000862
P0001054,T0000012,연소공학,0.528797054,28. 폭굉 유도 거리(DID)가 짧아지는 요건으로 가장 거리가 먼 것은?,,,,,39.97415844,11.4288961
P0001055,T0000012,연소공학,0.342803844,29. 석탄의 탄화도가 증가할수록 나타나는 성질로 옳지 않은 것은?,,,,,36.90669542,4.883028833
P0001056,T0000012,연소공학,0.613881878,30. 당량비(ø)에 관한 설명으로 옳지 않은 것은?,,,,,51.07389087,6.92652205
P0001057,T0000012,연소공학,0.404717734,"31. 고위발열량이 12000kcal/kg인 연료 1kg의 성분을 분석한 결과 탄소가 87.7%, 수소가 12%, 수분이 0.3%이었다. 이 연료의 저위발열량(kcal/kg)은?",,,,,129.4458629,21.94760293
P0001058,T0000012,연소공학,0.270354357,32. 분무화 연소방식에 해당하지 않는 것은?,,,,,119.4376004,7.85489272
P0001059,T0000012,연소공학,0.36813353,33. 기체연료의 연소방법 중 예혼합연소에 관한 설명으로 옳지 않은 것은?,,,,,112.8042761,17.71202145
P0001060,T0000012,연소공학,0.046161636,34. 연소에 관한 설명으로 옳지 않은 것은?,,,,,112.3598634,15.5973528
P0001061,T0000012,연소공학,0.164753445,"36. C 85%, H 11%, S 2%, 회분 2%의 무게비로 구성된 B-C유 1kg을 공기비 1.3으로 완전연소시킬 때, 건조 배출가스 중의 먼지 농도(g/Sm3)는? (단, 모든 회분 성분은 먼지가 됨)",,,,,122.7852991,10.65151887
P0001062,T0000012,연소공학,0.543560595,"38. 고체연료의 화격자 연소장치 중 연료가 화격자→석탄층→건류층→산화층→환원층을 거치며 연소되는 것으로, 연료층을 항상 균일하게 제어할 수 있고 저품질 연료도 유효하게 연소시킬 수 있어 쓰레기 소각로에 많이 이용되는 장치로 가장 적합한 것은?",,,,,131.4031036,41.56720306
P0001063,T0000012,연소공학,0.568507015,40. 다음 중 황함량이 가장 낮은 연료는?,,,,,92.10706697,9.244586055
P0001064,T0000012,대기오염 방지기술,0.484764594,41. 유체의 점성에 관한 설명으로 옳지 않은 것은?,,,,,59.11751139,16.25060387
P0001065,T0000012,대기오염 방지기술,0.825862932,"42. 송풍기 회전수(N)와 유체밀도(ρ)가 일정할 때 성립하는 송풍기 상사법칙을 나타내는 식은? (단, Q : 유량, P : 풍압, L : 동력, D : 송풍기의 크기)",,,,,101.0649069,3.553871776
P0001066,T0000012,대기오염 방지기술,0.387144685,43. 싸이클론(cyclone)의 운전조건과 치수가 집진율에 미치는 영향으로 옳지 않은 것은?,,,,,106.1276633,9.927971248
P0001067,T0000012,대기오염 방지기술,0.758465631,"44. 싸이클론(cyclone)의 가스 유입속도를 4배로 증가시키고 유입구의 폭을 3배로 늘렸을 때, 처음 Lapple의 절단입경 dp에 대한 나중 Lapple의 절단입경 dp’의 비는?",,,,,129.8080455,15.12251398
P0001068,T0000012,대기오염 방지기술,0.519218129,"45. 임의로 충진한 충진탑에서 혼합물을 물리적으로 분리할 때, 액의 분배가 원활하게 이루어지지 못하면 어떤 현상이 발생할 수 있는가?",,,,,70.53352984,23.42732101
P0001069,T0000012,대기오염 방지기술,0.580731075,46. 입경측정방법 중 관성충돌법(cascade impactor)에 관한 설명으로 옳지 않은 것은?,,,,,39.90636973,4.007473316
P0001070,T0000012,대기오염 방지기술,0.573396647,47. 다음 여과포의 재질 중 최고사용온도가 가장 높은 것은?,,,,,110.9111385,12.16247786
P0001071,T0000012,대기오염 방지기술,0.591627212,48. 유해가스를 처리할 때 사용하는 충전탑(packed tower)에 관한 내용으로 옳지 않은 것은?,,,,,83.16249484,21.33304468
P0001072,T0000012,대기오염 방지기술,0.806215851,49. 하전식 전기집진장치에 관한 설명으로 옳지 않은 것은?,,,,,115.2463858,5.639948966
P0001073,T0000012,대기오염 방지기술,0.40384634,"50. 싸이클론(cyclone)을 사용하여 입자상 물질을 집진할 때, 입경에 따라 집진효율이 달라진다. 집진효율이 50%인 입경을 나타내는 용어는?",,,,,58.02133662,15.07701489
P0001074,T0000012,대기오염 방지기술,0.724503163,52. 광학현미경을 사용하여 분진의 입경을 측정할 수 있다. 이 때 입자의 투영면적을 2 등분하는 선의 거리로 나타낸 분진의 입경은?,,,,,75.45975541,17.53895283
P0001075,T0000012,대기오염 방지기술,0.116277258,53. 촉매산화식 탈취공정에 관한 설명으로 옳지 않은 것은?,,,,,90.20445713,2.591323258
P0001076,T0000012,대기오염 방지기술,0.203893555,"54. 유량이 5000m3/h인 가스를 충전탑을 사용하여 처리하고자 한다. 충전탑 내의 가스 유속을 0.34m/s로 할 때, 충전탑의 직경(m)은?",,,,,36.45697202,1.150585796
P0001077,T0000012,대기오염 방지기술,0.303979055,55. 시멘트산업에서 일반적으로 사용하는 전기집진장치의 배출가스 조절제는?,,,,,128.4741228,42.56886082
P0001078,T0000012,대기오염 방지기술,0.595635967,56. 가연성 유해가스를 제거하기 위한 방법 중 촉매산화법에 관한 설명으로 옳지 않은 것은?,,,,,126.9650128,9.77411672
P0001079,T0000012,대기오염 방지기술,0.870418393,"57. 직경이 1.2m인 직선덕트를 사용하여 가스를 15m/s의 속도로 수송할 때, 길이 100m당 압력손실(mmHg)은? (단, 덕트의 마찰계수 = 0.005, 가스의 밀도 = 1.3kg/m3)(문제 오류로 가답안 발표시 1번이 답안으로 발표되었으나, 확정답안 발표시 전항 정답 처리 되었습니다. 여기서는 가답안인 1번을 누르면 정답 처리 됩니다.)",,,,,36.90757275,6.649179757
P0001080,T0000012,대기오염 방지기술,0.028943031,59. 탈취방법 중 수세법에 관한 설명으로 옳지 않은 것은?,,,,,121.7477427,14.65422168
P0001081,T0000012,대기오염 방지기술,0.501321136,60. 가스분산형 흡수장치로만 짝지어진 것은?,,,,,62.79606934,17.32131
P0001082,T0000012,대기오염 공정시험기준(방법),0.697363485,61. 이온크로마토그래피의 검출기에 관한 설명이다. ( )안에 들어갈 내용으로 가장 적합한 것은?,,,,,102.3299399,25.36344769
P0001083,T0000012,대기오염 공정시험기준(방법),0.03130946,62. 굴뚝 배출가스 중의 황산화물을 분석하는데 사용하는 시료흡수용 흡수액은?,,,,,112.164894,10.75610487
P0001084,T0000012,대기오염 공정시험기준(방법),0.414007552,"65. 비분산적외선 분석계의 구성에서 ( )안에 들어갈 기기로 옳은 것은? (단, 복광속 분석계 기준)",,,,,116.4497261,4.092881758
P0001085,T0000012,대기오염 공정시험기준(방법),0.843277148,66. 배출가스 중의 건조시료가스 채취량을 건식가스미터를 사용하여 측정할 때 필요한 항목에 해당하지 않는 것은?,,,,,41.65724017,13.81489313
P0001086,T0000012,대기오염 공정시험기준(방법),0.362648087,67. 대기 중의 가스상 물질을 용매채취법에 따라 채취할 때 사용하는 순간유량계 중 면적식 유량계는?,,,,,55.03785084,18.3028544
P0001087,T0000012,대기오염 공정시험기준(방법),0.75756415,68. 굴뚝을 통해 대기 중으로 배출되는 가스상의 시료를 채취할 때 사용하는 도관에 관한 설명으로 옳지 않은 것은?,,,,,128.4138768,5.361708662
P0001088,T0000012,대기오염 공정시험기준(방법),0.183191589,69. 굴뚝 배출가스 중의 염화수소를 분석하는 방법 중 자외선/가시선 분광법(흡광광도법)에 해당하는 것은?,,,,,35.90811226,3.702661173
P0001089,T0000012,대기오염 공정시험기준(방법),0.948932353,70. 굴뚝 배출가스 중의 질소산화물을 연속자동측정 할 때 사용하는 화학발광 분석계의 구성에 관한 설명으로 옳지 않은 것은?,,,,,121.3648914,39.90274781
P0001090,T0000012,대기오염 공정시험기준(방법),0.204207616,71. 굴뚝 배출가스 중의 질소산화물을 아연환원 나프틸에틸렌다이아민법에 따라 분석할 때에 관한 설명이다. ( )안에 들어갈 내용으로 옳은 것은?,,,,,97.31116252,16.18087037
P0001091,T0000012,대기오염 공정시험기준(방법),0.237640963,72. 대기오염공정시험기준 총칙 상의 시험 기재 및 용어에 관한 내용으로 옳지 않은 것은?,,,,,71.15239382,17.20893914
P0001092,T0000012,대기오염 공정시험기준(방법),0.03376356,73. 대기오염공정시험기준 총칙 상의 용어 정의로 옳지 않은 것은?,,,,,51.12629539,11.60060029
P0001093,T0000012,대기오염 공정시험기준(방법),0.829160938,74. 대기 중의 유해 휘발성 유기화합물을 고체흡착법에 따라 분석할 때 사용하는 용어의 정의이다. ( )안에 들어갈 내용으로 가장 적합한 것은?,,,,,93.11782475,19.36023416
P0001094,T0000012,대기오염 공정시험기준(방법),0.81561442,75. 굴뚝 배출가스 중의 일산화탄소를 분석하는 방법에 해당하지 않는 것은?,,,,,120.6347697,32.56366887
P0001095,T0000012,대기오염 공정시험기준(방법),0.603718024,"76. 굴뚝 배출가스 중의 무기 불소화합물을 자외선/가시선분광법에 따라 분석하여 얻은 결과이다. 불소화합물의 농도(ppm)는? (단, 방해이온이 존재할 경우임)(관련 규정 개정전 문제로 여기서는 기존 정답인 4번을 누르면 정답 처리됩니다. 자세한 내용은 해설을 참고하세요.)",,,,,64.61534803,7.800370597
P0001096,T0000012,대기오염 공정시험기준(방법),0.878723582,77. 원자흡수분광법에 따라 분석하여 얻은 측정결과이다. 대기 중의 납 농도(mg/m3)는?,,,,,45.09536647,6.910819622
P0001097,T0000012,대기오염 공정시험기준(방법),0.31572638,78. 대기 중의 다환방향족 탄화수소(PAH)를 기체크로마토그래피법에 따라 분석하고자 한다. 다음 중 체류시간(retention time)이 가장 긴 것은?,,,,,112.1358249,16.49968659
P0001098,T0000012,대기오염 공정시험기준(방법),0.748471574,79. 굴뚝 배출가스 중의 일산화탄소를 기체크로마토그래피법에 따라 분석할 때에 관한 설명으로 옳지 않은 것은?,,,,,123.9063648,17.15237364
P0001099,T0000012,대기오염 공정시험기준(방법),0.368935455,80. 이온크로마토그래피의 설치조건(기준)으로 옳지 않은 것은?,,,,,65.21797333,7.339581261
P0001100,T0000012,대기환경관계법규,0.251919128,81. 대기환경보전법령상 환경기술인 등의 교육을 받게 하지 아니한 자에 대한 행정 처분기준으로 옳은 것은?,,,,,92.28025809,5.168571528
P0001101,T0000012,대기환경관계법규,0.094885869,"82. 대기환경보전법령상 수도권대기환경청장, 국립환경과학원장 또는 한국환경공단이 설치하는 대기오염 측정망의 종류가 아닌 것은?",,,,,135.8295083,30.53911805
P0001102,T0000012,대기환경관계법규,0.648253639,83. 대기환경보전법령상 개선명령의 이행보고와 관련하여 환경부령으로 정하는 대기오염도 검사기관에 해당하지 않는 것은?,,,,,98.81617766,12.5077582
P0001103,T0000012,대기환경관계법규,0.664888503,84. 대기환경관계법령상 비산먼지 발생을 억제하기 위한 시설의 설치 및 필요한 조치에 관한 기준 중 시멘트 수송공정에서 적재물은 적재함 상단으로부터 수평으로 몇 cm 이하까지 적재하여야 하는가?,,,,,84.92613716,13.17481415
P0001104,T0000012,대기환경관계법규,0.819610833,"85. 대기환경보전법령상 분체상 물질을 싣고 내리는 공정의 경우, 비산먼지 발생을 억제하기 위해 작업을 중지해야 하는 평균풍속(m/s)의 기준은?",,,,,94.74519881,6.684353149
P0001105,T0000012,대기환경관계법규,0.030621559,86. 대기환경보전법령상 장거리이동대기오염물질대책위원회의 위원에는 대통령령으로 정하는 분야의 학식과 경험이 풍부한 전문가를 위촉할 수 있다. 여기서 나타내는 ‘대통령령으로 정하는 분야’와 가장 거리가 먼 것은?,,,,,42.74216525,5.433558041
P0001106,T0000012,대기환경관계법규,0.928997023,87. 대기환경보전법령상 대기오염경보에 관한 설명으로 틀린 것은?,,,,,62.66748794,2.135482279
